age,balance,income,campaign,previous,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,loan_no,loan_yes,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,TookProduct
39,1419,24403,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,7020,50586,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
46,276,30616,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
52,161,24316,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,623,6469,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0
44,420,29144,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
51,-892,28687,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
47,-938,9262,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,-614,31518,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,425,32524,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
39,607,46810,2,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1
49,381,16268,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
27,362,21438,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,-9,32028,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,-107,25415,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
33,3470,38281,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,0,30004,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
50,3304,33433,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
55,1011,18595,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32,76,3300,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,1318,16016,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
45,49,37084,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
42,613,5963,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,1989,29964,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
37,1698,27801,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
32,162,34880,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
58,0,26630,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
49,3371,39460,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
28,934,14462,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,21,19001,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
44,887,22087,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
40,51,27767,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,1611,15634,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
41,1331,4245,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
48,586,16459,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
50,2061,35636,2,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34,-315,28486,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,0,38494,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,-294,22150,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,724,8236,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
55,471,17188,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,105,31977,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
30,0,25802,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
39,839,35208,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
43,3529,12311,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,3288,21840,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
40,4441,17624,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0
75,26452,11534,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
46,2420,17609,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
28,100,21141,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
28,2788,33180,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
70,616,27912,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
45,180,22449,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
42,260,26870,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
30,944,59243,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
36,2394,19214,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,0,30377,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,559,29517,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
40,1325,27137,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
50,2142,24958,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
46,96,20783,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
32,189,21697,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,-308,34329,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
33,-163,31179,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
37,1063,14997,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
29,424,29473,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
59,3940,22880,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
32,3939,30391,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
49,92,30921,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
59,1881,20617,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
57,1341,28727,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
48,865,16866,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,6637,24001,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
43,487,9298,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,603,17279,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,1689,32198,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
49,902,19334,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
39,626,41660,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,395,24665,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,-206,19338,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,4039,16256,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
41,582,29195,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
45,-547,31756,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,584,23792,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,1145,32151,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
35,3161,29811,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
42,1331,28680,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,2929,52083,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
32,-220,21471,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
58,3382,24118,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0
50,199,25152,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
53,15,54140,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
54,2225,21259,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31,-6,22429,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
56,1504,27150,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,0,21551,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
59,0,60465,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
27,186,42695,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,263,18432,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
40,440,17883,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32,0,29295,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0
60,225,34507,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
47,2642,34887,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
33,296,36137,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
40,697,30244,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0
33,150,10715,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
28,225,45760,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31,-617,22896,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
57,0,37605,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
39,266,31410,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,10910,35096,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
57,31,33317,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
48,5,18470,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41,39,28639,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
57,107,26758,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52,-133,14163,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,505,37684,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
41,1536,33757,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
32,3935,33877,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,4460,44955,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
45,13117,25836,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
39,1506,34325,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
44,304,21754,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
55,6880,23717,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
50,181,20256,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,3953,35681,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
29,200,30047,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
43,1335,26396,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,642,22792,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
53,238,22469,2,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0
38,4196,26687,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
42,642,26734,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
46,668,26274,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
40,1100,36119,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,322,27260,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,747,37544,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0
44,106,28408,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,11971,19175,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0
36,553,30872,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
34,872,28272,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
37,228,14179,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,50,27441,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,360,12977,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
31,6248,24811,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
35,293,14163,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
32,3616,41056,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
41,1567,15511,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
57,3777,15840,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
32,574,16689,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0
33,22,33453,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
25,505,21486,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
51,-55,19299,2,6,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27,769,12700,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,0,23510,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
31,874,41194,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
25,4590,17236,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,80,25919,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1
37,37,22344,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28,172,7859,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
32,0,28214,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
30,1372,19664,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
23,9216,16606,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,5563,28936,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
35,2658,33656,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1
45,0,28653,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
45,0,11065,2,5,0,0,1,0,1,0,0,1,0,0,0,1,0,0
32,0,43591,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,0,32460,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,0,21257,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
35,145,44146,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
41,3950,29587,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
36,219,23367,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
30,209,25341,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,3196,26474,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
38,0,42268,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33,1240,36737,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
31,2070,21321,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
45,999,29857,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
26,1216,26428,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
37,715,27113,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
55,1187,25980,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
34,4943,17267,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
38,258,24659,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
42,515,31699,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19,103,53697,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
47,3696,66554,2,4,0,0,1,0,1,0,0,1,0,0,0,1,0,1
43,1304,41063,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
28,11555,51597,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33,-53,14719,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
50,72,32537,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,231,19127,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
31,36,37975,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
53,1178,12507,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33,23663,44274,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0
38,25,42264,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
30,985,24617,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28,102,5778,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
47,153,13245,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38,1146,19067,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,26,1000,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,1831,17880,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
42,1022,26725,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,102,13027,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,271,14312,2,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0
31,112,24976,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27,-151,22881,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
59,671,20785,2,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0
38,4366,22563,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,26965,61374,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
33,716,9505,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,19358,23546,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28,183,21800,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
31,102,48267,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0
27,5291,13920,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1
49,61,31716,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
30,3,29723,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0
58,409,25956,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
28,198,24600,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30,3485,35074,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
43,1017,28343,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32,1259,24888,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40,888,13068,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
35,-51,18871,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
37,3315,29765,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
33,3143,42812,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
33,1909,13208,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
42,525,20742,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
31,438,43768,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
23,8494,24784,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
41,231,33865,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
42,9720,31894,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,0,38754,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
37,0,42021,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
36,243,42731,2,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0
36,1482,22537,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
28,4579,45033,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
34,201,40954,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,201,19685,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
36,1521,24680,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,116,27867,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
28,4229,2222,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
27,158,40314,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
32,1218,42282,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
24,172,31349,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
27,49,49571,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,852,18807,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,628,17636,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,311,43921,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
40,1509,15477,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
40,226,25467,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
37,556,31080,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38,578,33342,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,846,17455,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
39,102,23510,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,4665,43793,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
31,433,28245,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
29,113,36428,2,4,0,0,1,0,1,0,0,1,0,0,0,1,0,1
37,375,35697,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,0,22924,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,1721,37905,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
29,3432,33048,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
42,100,41933,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32,29,11354,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,876,29905,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
27,23,13193,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
23,-306,35312,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,493,22346,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,0,32513,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
47,1784,25125,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
36,1281,12402,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
46,751,8314,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
25,304,43842,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
32,2185,42046,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
51,2139,19674,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
29,1445,56601,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1
35,44,12214,2,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0
32,2,14526,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,-219,15281,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,125,24513,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,1987,18204,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
36,774,38115,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
41,1680,21518,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
25,10788,14361,2,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0
26,-887,15956,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
34,440,25955,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32,135,34751,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,1419,27457,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,0,63107,2,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1
30,-477,13321,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
31,391,35725,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,3083,34607,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
44,7138,7167,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
34,105,24706,2,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0
31,-449,15133,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,-23,33276,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
24,77,14901,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,4787,9540,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40,0,44901,2,6,0,0,1,0,0,1,0,1,0,1,0,0,0,1
33,3170,35205,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
35,2975,27500,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21,1903,22702,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,747,37588,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
38,0,27679,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
33,697,53214,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30,201,47883,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
26,592,32932,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
31,864,34694,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
31,-495,26602,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
27,671,23721,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
26,236,28479,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
23,4,31720,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
29,1117,13050,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
48,-552,29501,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
58,145,21490,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
28,89,26986,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
41,764,26874,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,0,28964,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
44,787,33195,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
26,7,20140,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,940,19523,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
30,4,15729,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
43,3403,70517,2,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1
26,622,18181,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
24,366,30811,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
32,1649,36662,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
44,5063,47594,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
37,654,23323,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
35,57,32181,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
37,0,10784,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
22,2488,40041,2,10,0,0,1,0,1,0,0,1,0,0,1,0,0,1
31,40,25368,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,807,34852,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
31,694,34270,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
39,0,43581,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
36,398,28121,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
30,7513,38195,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
43,-228,5374,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
30,775,32507,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26,-8,17123,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
33,-320,19912,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,3672,26939,2,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0
28,-427,34224,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
31,574,18992,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
27,-179,16948,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
42,0,39558,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,-328,52260,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
48,414,35256,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
35,5731,32245,2,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0
28,775,12198,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
53,5715,28917,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
34,586,42152,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26,96,51601,2,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0
