Age,Income,Family,CCAvg,Mortgage,Online,edu_graduate,edu_undergrad,LoanTaken
53,24,2,0,0,0,0,1,0
43,170,4,4,318,1,0,1,1
61,184,4,2,342,1,1,0,1
46,25,4,0,125,0,0,0,0
57,131,2,2,0,0,0,1,0
59,50,2,2,0,0,0,0,0
52,21,2,0,0,1,0,1,0
29,55,3,1,0,1,1,0,0
57,124,1,0,0,1,1,0,1
49,58,4,2,188,0,0,1,0
39,72,2,2,0,1,0,1,0
56,192,1,7,0,1,0,0,1
63,83,3,1,0,1,1,0,0
37,93,1,2,0,1,0,1,0
56,38,3,1,110,1,0,0,0
45,55,4,1,164,0,0,0,0
66,11,3,0,0,0,0,0,0
40,85,2,0,0,0,0,1,0
50,124,1,4,266,1,0,1,0
60,129,2,6,0,1,0,1,0
31,180,1,4,0,0,0,1,0
40,74,4,1,0,1,1,0,0
36,138,1,7,86,1,0,0,1
55,111,2,3,0,0,0,0,1
54,83,3,0,0,1,0,1,0
35,33,4,1,87,1,0,1,0
55,21,4,0,0,0,0,0,0
36,35,2,0,98,1,0,1,0
66,105,1,0,0,1,0,0,0
38,103,1,0,0,0,1,0,0
58,75,2,2,0,0,0,0,0
41,33,1,0,104,0,0,1,0
45,52,2.393970259,1,0,1,1,0,0
47,89,1,2,0,1,1,0,0
62,63,1,2,0,0,0,0,0
48,84,4,3,0,1,1,0,1
61,44,4,2,0,0,0,1,0
29,29,3,1,0,1,0,1,0
45,29,1,0,0,1,0,0,0
39,22,2,0,0,1,1,0,0
31,53,4,2,114,1,0,1,0
39,24,2,0,0,1,1,0,0
63,153,1,1,455,0,0,1,0
28,31,2,0,0,1,1,0,0
56,21,2,0,0,1,1,0,0
31,180,2,6,0,0,0,1,0
46,82,3,0,0,1,1,0,0
42,90,4,0,245,0,0,1,0
53,154,4,7,0,0,0,0,1
41,99,2,1,0,1,1,0,0
61,153,1,2,0,0,1,0,1
31,93,2,3,0,1,1,0,1
62,53,1,0,0,0,1,0,0
59,18,3,1,104,1,1,0,0
49,70,1,2,0,0,0,1,0
65,100,4,1,0,0,0,0,0
30,193,3,6,0,1,0,0,1
32,125,1,0,0,1,0,1,0
56,68,2,0,0,1,0,0,0
36,55,1,2,95,1,0,1,0
58,152,4,3,0,0,0,0,1
27,84,3,1,0,1,0,1,0
41,13,2,0,0,1,0,0,0
59,33,4,0,131,0,0,1,0
52,93,1,2,0,1,0,1,0
35,68,4,1,0,0,0,0,0
47,85,2,1,0,0,1,0,0
29,73,1,0,0,1,1,0,0
31,83,4,2,106,1,1,0,0
62,158,2,6,0,1,0,0,1
48,182,4,6,0,1,0,0,1
26,24,2,0,123,0,0,0,0
60,102,2,2,0,1,0,1,0
35,53,3,2,0,0,0,1,0
40,175,2,3,0,1,0,1,0
31,28,3,1,0,1,0,1,0
50,14,4,0,0,1,0,1,0
33,139,1,4,106,1,0,0,1
37,34,3,0,0,1,0,1,0
38,64,1,1,0,0,0,0,0
63,84,4,0,0,0,1,0,0
57,42,3,0,0,1,1,0,0
61,63,1,1,0,1,0,1,0
37,100,3,1,341,1,0,0,0
51,190,2,4,0,1,1,0,1
44,22,1,1,91,0,0,1,0
63,20,1,0,0,0,1,0,0
43,21,2,1,0,1,1,0,0
38,25,4,0,101,1,1,0,0
34,20,4,1,0,1,0,0,0
48,173,3,0,0,1,0,1,1
29,81,2,2,0,0,0,1,0
37,139,2,0,421,1,1,0,1
60,119,2,3,0,1,0,1,0
46,74,4,2,104,1,0,0,0
34,42,1,1,131,0,1,0,0
56,73,2,1,0,0,0,1,0
57,114,4,5,0,1,0,1,1
62,44,2,1,0,0,0,0,0
32,141,2,4,0,0,0,1,0
51,14,2,0,103,1,0,1,0
55,33,2,0,0,0,0,0,0
60,83,2,2,249,0,0,1,0
40,89,4,0,155,1,0,1,0
62,39,4,2,0,1,0,1,0
63,83,3,2,0,1,0,0,0
60,108,2,2,359,1,0,1,0
59,21,3,1,0,1,1,0,0
26,102,1,1,0,0,0,1,0
56,48,1,1,0,0,0,0,0
58,32,3,1,0,1,0,1,0
57,43,1,0,0,0,0,1,0
48,35,4,0,118,0,1,0,0
30,184,1,6,0,1,0,1,0
45,140,2,7,132,0,0,1,0
64,32,3,0,0,1,1,0,0
44,149,1,1,0,1,0,1,0
51,15,4,0,0,0,0,0,0
43,71,3,2,0,0,1,0,0
29,108,4,1,0,0,1,0,0
56,122,2,0,0,0,0,1,0
65,40,3,0,0,1,0,0,0
46,198,2,6,0,0,0,1,0
48,79,4,1,0,0,1,0,0
56,84,1,0,0,1,0,0,0
61,31,3,0,0,0,1,0,0
46,12,4,0,0,0,0,0,0
58,88,2,1,0,1,0,1,0
31,29,2,0,131,1,1,0,0
27,201,1,6,158,1,0,1,0
44,20,1,1,0,0,0,0,0
44,15,1,1,0,1,0,1,0
51,155,2,0,107,0,0,1,0
39,25,3,0,0,1,1,0,0
32,200,2,6,565,1,0,1,0
33,101,1,2,233,0,1,0,0
40,19,4,0,0,1,1,0,0
36,188,2,6,0,1,0,1,0
52,8,1,0,0,1,0,1,0
54,59,2,2,152,1,0,0,0
26,72,4,2,0,0,0,1,0
39,55,1,1,0,1,0,0,0
46,24,3,0,0,1,1,0,0
57,19,1,1,0,1,0,1,0
59,71,2,2,150,1,0,0,0
52,54,2,1,0,0,1,0,0
52,28,1,0,0,1,0,0,0
50,25,4,0,0,1,0,0,0
41,51,2,0,0,0,0,0,0
43,125,3,2,0,1,0,1,1
25,88,2,1,319,1,1,0,0
40,125,2,2,0,1,0,1,0
35,79,4,2,182,1,0,0,0
60,31,3,0,0,1,1,0,0
57,131,2,2,394,0,0,1,0
44,70,1,0,230,0,1,0,0
61,38,3,0,82,1,0,0,0
33,83,1,2,0,1,0,1,0
45,59,1,2,0,1,0,1,0
45,121,1,4,0,0,0,1,0
64,42,2,0,137,1,0,0,0
50,32,4,1,109,1,0,1,0
28,29,4,0,135,1,0,1,0
37,40,2,1,0,0,1,0,0
62,25,3,0,0,1,0,0,0
29,21,4,0,89,0,1,0,0
49,79,3,0,151,1,1,0,0
46,52,2,2,221,0,0,0,0
60,61,4,1,229,0,1,0,0
55,25,2,0,0,0,0,1,0
33,155,1,7,0,0,0,0,1
53,25,2,0,0,1,0,1,0
50,80,4,4,0,1,0,1,0
28,55,4,1,0,1,1,0,0
42,23,2,0,0,0,0,0,0
33,60,1,1,0,1,0,1,0
40,54,2,0,0,0,0,1,0
31,44,4,0,0,0,0,1,0
41,33,2.393970259,0,0,1,1,0,0
52,45,2,2,121,0,1,0,0
65,55,4,1,89,1,0,0,0
48,134,1,5,0,0,0,1,0
45,44,3,0,0,1,1,0,0
26,149,2,7,154,0,0,1,0
64,22,2,0,0,0,0,0,0
41,74,3,2,0,1,1,0,0
43,128,4,5,84,0,0,1,1
60,62,4,2,0,0,0,1,0
62,9,1,0,94,0,0,1,0
46,9,2,0,0,1,0,0,0
36,15,2,0,119,0,1,0,0
31,28,4,0,0,0,0,1,0
43,83,3,0,0,0,0,0,0
46,73,1,0,117,0,0,0,0
50,42,4,1,151,1,1,0,0
52,34,2,0,114,1,1,0,0
27,32,3,1,0,0,1,0,0
34,68,1,2,0,1,0,1,0
49,82,1,2,267,1,0,1,0
52,19,2,0,0,0,1,0,0
37,60,2,2,181,0,0,1,0
53,192,1,1,601,1,0,1,0
54,119,3,2,0,0,0,1,1
29,190,2,4,0,1,0,1,0
35,34,1,1,0,0,1,0,0
32,44,4,0,0,1,0,1,0
38,23,4,0,0,1,0,0,0
44,171,4,0,567,1,0,1,1
44,43,1,0,0,0,0,0,0
48,139,1,0,0,1,0,1,0
46,118,1,5,0,1,0,1,0
35,113,3,0,0,1,0,0,1
56,98,3,3,0,0,0,0,1
49,70,1,2,0,0,0,1,0
57,42,2,2,0,1,0,0,0
35,143,1,8,0,1,0,1,0
44,185,3,2,0,1,0,1,1
38,28,4,0,100,1,1,0,0
57,45,3,1,181,1,0,1,0
35,78,1,2,0,0,1,0,0
29,121,2,1,0,0,0,1,0
58,59,1,1,0,1,0,1,0
40,64,4,2,0,1,0,1,0
51,15,2,0,114,1,0,1,0
61,10,1,0,0,0,0,1,0
46,61,2,0,0,0,0,0,0
55,50,4,1,0,1,0,1,0
35,79,4,2,0,1,0,0,0
60,35,1,0,0,1,0,1,0
28,11,4,0,0,0,0,0,0
43,128,1,4,0,1,0,1,0
61,55,3,0,0,1,0,0,0
48,79,3,0,0,1,1,0,0
65,18,2,0,0,1,0,1,0
45,91,2,1,0,1,1,0,0
36,9,4,0,0,0,0,0,0
45,62,2,2,0,1,0,0,0
60,59,1,1,231,1,0,1,0
47,25,1,0,148,1,0,1,0
32,54,4,1,0,1,0,1,0
48,112,1,5,86,1,1,0,1
33,125,1,0,0,1,0,1,0
49,194,4,8,0,0,1,0,1
56,161,1,5,0,0,0,0,1
59,35,1,0,171,0,0,1,0
56,113,2,2,352,0,0,1,0
30,25,2,0,0,0,1,0,0
59,45,3,2,0,1,0,0,0
38,119,2,7,221,0,0,1,0
47,30,4,0,115,1,1,0,0
54,79,4,3,0,1,1,0,0
34,178,1,0,0,0,0,0,1
41,23,2,0,118,0,1,0,0
47,171,2,1,284,1,0,1,0
44,74,4,1,0,0,0,0,0
43,103,3,1,180,1,0,1,0
31,99,1,4,0,1,0,1,0
28,43,4,1,0,1,0,0,0
55,23,4,0,88,0,0,0,0
42,91,1,0,199,1,1,0,0
53,93,1,2,256,1,1,0,0
30,154,1,6,0,0,0,1,0
65,21,3,0,0,0,0,0,0
43,65,2,2,0,1,0,0,0
56,15,1,0,0,1,1,0,0
25,52,3,2,159,0,0,0,0
35,30,3,1,0,1,0,1,0
50,42,1,1,0,1,1,0,0
36,20,4,0,97,1,0,1,0
34,60,4,2,0,0,1,0,0
32,54,4,1,167,0,0,0,0
51,60,4,2,97,1,0,1,0
52,41,3,1,0,1,1,0,0
65,30,3,0,0,1,1,0,0
51,21,2,1,0,1,1,0,0
37,105,1,0,0,0,1,0,0
35,65,3,2,240,1,0,1,0
67,20,2,0,80,0,0,1,0
30,179,3,4,142,1,0,1,1
62,161,1,2,0,1,0,1,0
42,82,1,3,0,1,0,0,0
48,43,1,1,112,1,1,0,0
61,61,2,2,0,0,0,1,0
36,90,4,1,0,0,0,0,0
48,90,1,2,334,1,1,0,0
65,21,2,0,0,0,0,1,0
25,118,1,5,0,1,0,1,0
55,44,2,2,0,1,1,0,0
63,110,1,4,0,0,0,0,1
31,99,4,1,268,0,1,0,0
43,98,3,1,0,0,0,1,0
28,69,3,0,80,1,1,0,0
37,82,3,0,218,1,1,0,0
27,112,3,2,389,1,0,1,0
62,123,1,2,0,0,0,1,0
51,78,1,2,0,1,1,0,0
56,59,3,0,159,1,0,1,0
56,78,3,1,0,0,1,0,0
44,49,4,1,89,1,0,0,0
46,82,3,2,0,0,1,0,0
56,125,3,0,342,1,0,1,1
56,185,1,2,0,0,0,1,0
57,163,1,7,0,1,0,1,0
31,19,4,1,104,1,0,0,0
65,115,4,1,0,0,1,0,0
31,81,2,2,0,1,1,0,0
36,93,1,2,0,1,0,0,0
56,111,4,0,372,1,0,1,1
52,184,1,8,0,0,0,1,0
42,50,4,2,0,0,1,0,0
55,55,3,1,0,0,0,1,0
49,13,1,0,101,0,0,0,0
51,29,4,0,0,1,0,1,0
26,72,4,2,0,1,0,1,0
32,83,1,2,0,0,1,0,0
54,98,1,0,0,0,0,0,0
50,43,4,0,0,1,0,1,0
59,34,1,0,0,1,0,1,0
61,10,4,0,0,1,1,0,0
43,201,2,6,0,1,0,1,0
39,85,3,1,107,1,0,0,0
56,50,3,1,0,0,0,0,0
38,91,2,0,0,1,0,1,0
25,112,2,2,241,1,0,1,0
42,98,2,0,275,1,0,1,0
42,115,1,0,0,0,0,1,0
50,22,4,0,112,1,1,0,0
56,101,3,1,0,0,1,0,0
43,83,2,3,112,0,0,0,0
60,52,3,0,0,0,1,0,0
42,191,3,4,0,1,1,0,1
57,134,4,0,198,1,0,1,1
48,54,1,1,186,1,1,0,0
37,69,3,2,0,0,0,1,0
57,64,3,1,0,1,0,0,0
62,53,4,1,142,0,0,0,0
39,118,2,6,246,1,0,0,1
38,19,2,1,120,0,1,0,0
54,31,2,0,0,0,0,0,0
45,63,1,0,245,1,0,0,0
39,25,1,1,0,0,0,0,0
45,22,1,0,0,1,0,1,0
62,78,1,1,0,0,0,0,0
43,81,1,0,218,1,0,1,0
30,41,1,2,0,1,1,0,0
35,62,3,2,0,0,0,1,0
58,35,1,1,0,1,0,0,0
44,30,1,0,0,1,0,0,0
56,51,3,1,0,1,1,0,0
28,140,2,2,0,1,0,1,0
63,40,4,1,0,1,1,0,0
44,69,1,0,0,1,0,0,0
34,191,1,4,0,1,0,0,1
50,82,3,3,0,1,1,0,0
51,181,1,3,589,1,0,0,1
55,23,2,0,0,1,0,1,0
57,55,1,1,0,1,0,0,0
43,58,2,3,0,1,0,1,0
61,29,2,0,0,1,1,0,0
49,39,4,2,0,0,0,1,0
52,39,3,1,83,1,1,0,0
57,30,3,1,151,1,0,1,0
53,58,4,2,0,1,0,0,0
52,62,1,1,231,1,0,0,0
39,62,4,2,86,0,0,1,0
58,19,1,1,0,0,0,0,0
36,38,1,1,0,0,1,0,0
45,84,4,2,0,1,0,0,0
30,78,1,2,0,1,1,0,0
49,22,4,0,83,1,0,1,0
44,81,4,2,277,1,0,0,0
43,32,3,0,0,1,1,0,0
42,89,4,0,184,0,0,1,0
29,121,2,3,0,1,0,1,0
28,42,1,1,0,1,0,1,0
50,130,1,1,0,0,0,1,0
44,30,4,0,0,1,1,0,0
52,114,1,4,0,0,0,1,0
28,155,1,6,0,0,0,1,0
62,50,2,1,0,0,0,1,0
34,34,1,1,111,0,1,0,0
45,94,3,0,0,1,0,0,0
52,114,2,2,0,0,1,0,0
43,89,3,0,108,0,0,0,0
54,49,1,1,0,1,0,0,0
64,115,1,2,0,1,0,1,0
27,148,1,1,397,1,0,1,0
42,72,4,1,203,0,1,0,0
28,114,4,2,0,1,0,0,0
47,11,2,0,78,0,0,1,0
39,63,4,0,242,0,0,0,0
29,113,2,0,0,1,0,1,0
39,80,2,1,0,1,0,1,0
41,54,3,0,0,1,0,0,0
37,32,2,1,0,1,0,0,0
41,11,1,1,0,0,0,1,0
45,141,1,2,0,1,0,1,0
52,84,3,3,0,1,1,0,0
58,18,3,0,110,1,1,0,0
31,20,2,0,0,0,0,1,0
26,55,4,1,175,1,1,0,0
31,31,4,0,79,0,1,0,0
42,114,2,0,0,0,0,1,0
52,18,1,0,120,1,0,1,0
59,55,1,1,0,0,0,0,0
32,29,1,0,76,1,0,0,0
46,30,3,0,0,0,0,1,0
52,38,2,0,0,0,0,1,0
30,122,2,3,0,0,0,1,0
32,183,1,6,0,0,0,1,0
35,41,1,2,0,0,1,0,0
49,38,1,1,0,0,0,0,0
54,61,1,1,0,1,0,0,0
56,103,3,4,0,0,0,0,1
48,80,2,2,0,1,1,0,0
28,22,1,0,0,1,1,0,0
44,128,2,3,0,0,1,0,1
30,142,3,4,359,0,0,1,1
44,124,1,4,0,1,0,1,0
30,44,1,1,143,0,0,0,0
47,170,2,6,0,1,1,0,1
64,75,4,0,0,1,1,0,0
48,78,3,2,0,1,1,0,0
63,31,1,1,125,1,0,0,0
25,99,1,1,323,0,0,1,0
61,41,2,1,0,0,0,1,0
46,39,4,0,0,1,1,0,0
57,51,1,1,0,1,0,1,0
40,52,3,0,113,1,0,0,0
49,169,3,5,167,0,0,0,1
30,141,1,0,0,1,0,1,0
41,93,4,0,218,0,0,1,0
63,160,2,2,0,1,0,1,0
43,44,1,0,0,1,0,1,0
59,33,3,0,0,0,0,1,0
46,103,4,4,0,1,0,0,1
33,71,4,1,236,0,0,0,0
55,55,1,0,151,1,0,1,0
36,113,4,0,0,0,0,1,1
47,79,3,2,185,0,1,0,0
59,80,2,0,0,1,1,0,0
38,179,2,0,380,0,0,1,0
42,9,2,0,0,0,0,0,0
30,61,4,2,0,1,1,0,0
63,111,2,3,207,1,0,1,0
60,80,3,0,0,1,0,1,0
62,32,3,0,0,0,0,1,0
49,83,1,0,0,1,0,1,0
59,91,4,1,329,0,1,0,0
36,29,4,1,0,1,0,1,0
46,19,3,0,0,1,1,0,0
35,52,2,1,0,0,1,0,0
50,150,1,7,0,1,0,1,0
51,32,2,0,0,1,0,0,0
41,91,3,0,0,0,0,0,0
45,180,3,8,535,0,1,0,1
41,121,1,0,0,1,0,1,0
57,25,2,0,0,1,0,0,0
51,102,1,0,0,1,0,1,0
52,44,4,0,107,1,1,0,0
43,161,3,8,0,1,1,0,1
63,134,3,4,0,0,1,0,1
28,43,1,1,0,1,1,0,0
43,94,4,1,0,1,1,0,0
41,29,2,0,98,0,0,0,0
34,38,4,0,0,0,0,1,0
28,120,1,0,170,0,0,1,0
58,85,2,2,161,1,0,1,0
39,89,2,1,0,0,0,1,0
49,25,1,1,0,1,0,0,0
33,20,3,1,83,0,0,1,0
37,125,2,3,0,1,0,1,0
33,18,1,0,0,0,0,0,0
28,173,2,6,222,1,0,1,0
54,34,4,0,0,1,0,0,0
63,159,4,4,111,0,1,0,1
57,55,3,2,219,1,0,1,0
56,32,2,0,0,1,0,0,0
54,65,4,1,0,0,0,0,0
29,83,3,1,0,1,0,1,0
41,30,2,1,0,0,1,0,0
58,180,1,2,0,0,0,1,0
61,13,2,0,0,1,0,0,0
30,35,4,0,0,1,0,1,0
62,95,3,0,0,0,0,1,0
52,83,1,0,0,1,0,1,0
29,39,4,0,137,1,0,1,0
46,54,1,0,154,1,0,0,0
52,81,1,1,293,0,0,0,0
40,53,4,2,0,0,0,0,0
49,119,1,7,398,0,0,1,0
34,160,4,8,0,0,0,0,1
35,21,2,1,0,0,1,0,0
26,40,1,1,0,1,0,0,0
65,69,4,0,0,1,1,0,0
52,45,1,1,0,0,1,0,0
32,55,4,2,0,1,1,0,0
31,38,1,0,0,1,0,0,0
36,44,4,1,101,1,1,0,0
50,45,3,0,117,1,1,0,0
36,84,1,0,0,1,1,0,0
51,188,2,6,343,1,1,0,1
39,29,3,2,151,0,0,0,0
53,95,1,2,0,1,1,0,0
50,79,1,2,307,0,0,1,0
31,41,1,2,0,1,1,0,0
53,19,4,0,84,1,0,0,0
48,75,4,3,0,1,0,0,0
57,64,3,2,208,0,0,1,0
47,174,4,3,0,0,0,0,1
55,54,2,2,93,0,0,0,0
37,14,3,0,113,1,1,0,0
59,94,1,3,272,0,0,1,0
53,10,2,0,0,0,0,1,0
31,145,1,0,84,1,0,1,0
35,203,1,10,0,0,0,0,1
25,81,2,1,0,1,0,0,0
37,153,2,6,0,1,0,1,0
40,58,4,0,0,1,0,0,0
31,49,4,1,0,1,0,0,0
62,132,1,2,0,0,0,1,0
41,85,4,0,229,0,0,0,0
56,85,3,2,0,1,0,1,0
47,178,1,6,0,0,0,0,1
28,104,3,2,0,0,0,1,0
60,40,1,1,0,1,0,1,0
27,103,1,1,120,1,0,1,0
57,25,2,1,0,1,0,1,0
62,69,2,1,0,1,0,0,0
57,30,3,1,0,0,0,1,0
44,70,3,2,0,0,1,0,0
31,15,3,0,0,1,0,0,0
31,125,2,1,0,1,0,1,0
39,50,3,0,0,0,0,0,0
41,44,1,0,0,1,0,0,0
41,38,4,2,180,0,1,0,0
55,64,3,0,119,0,0,1,0
28,9,1,0,0,1,1,0,0
35,44,3,0,89,0,0,1,0
44,93,4,0,101,1,0,1,0
44,83,4,0,141,0,0,1,0
40,179,2,0,0,0,0,1,0
35,58,4,0,232,0,0,0,0
55,74,3,2,0,0,0,1,0
55,15,1,0,0,0,0,1,0
59,11,2,1,0,0,0,1,0
39,41,1,2,176,1,1,0,0
50,68,1,1,120,1,1,0,0
45,28,1,0,0,0,0,0,0
50,115,1,1,0,0,0,0,1
65,83,4,0,247,1,1,0,0
36,40,2,1,166,0,1,0,0
57,113,1,0,0,1,0,0,0
53,89,1,0,0,1,0,0,0
28,38,4,1,0,0,0,1,0
55,62,4,1,0,1,0,1,0
56,65,3,1,109,0,0,1,0
33,168,3,5,0,1,1,0,1
57,40,3,1,0,1,0,1,0
27,30,1,1,80,0,0,0,0
27,20,4,1,0,0,0,1,0
54,58,2,3,0,0,0,0,0
48,150,1,7,193,0,0,1,0
62,54,1,0,0,0,0,1,0
41,19,2,0,105,0,1,0,0
62,30,3,0,128,1,0,0,0
40,123,1,5,0,1,0,1,0
32,45,1,2,0,0,1,0,0
62,154,1,2,0,1,0,1,0
35,93,2,2,0,1,0,1,0
25,71,4,0,78,0,0,1,0
50,83,4,3,0,0,0,1,1
61,99,1,4,255,0,0,0,1
43,55,3,2,0,0,1,0,0
52,38,4,0,95,1,1,0,0
39,74,3,0,155,1,1,0,0
33,69,4,1,0,1,0,0,0
27,104,2,2,184,1,0,1,0
27,38,4,1,154,1,0,0,0
32,25,3,0,0,1,0,0,0
65,162,1,1,0,1,0,1,0
55,64,4,2,0,1,0,0,0
52,30,2,0,0,1,1,0,0
39,52,3,0,0,0,0,0,0
35,42,1,1,0,1,0,0,0
39,79,2,1,219,0,1,0,0
34,34,1,1,164,0,0,1,0
30,123,2,3,0,1,0,1,0
37,160,2,3,0,0,0,1,0
41,51,3,2,0,1,1,0,0
31,108,1,4,0,1,0,1,0
37,158,2,2,0,1,1,0,1
49,68,1,1,0,0,1,0,0
58,42,2,1,0,1,0,0,0
45,32,1,0,105,1,0,0,0
40,22,2,1,0,0,0,0,0
34,29,2,2,0,1,0,0,0
62,183,2,3,0,0,0,0,1
54,69,1,1,0,1,0,0,0
26,92,2,0,0,1,0,1,0
54,40,2,1,0,0,0,0,0
29,9,4,0,86,1,0,0,0
48,128,1,0,0,1,0,1,0
27,110,2,0,294,0,0,1,0
42,171,2,8,0,1,0,1,0
25,13,4,1,95,0,0,1,0
45,25,2,0,102,1,0,0,0
34,123,1,1,0,1,1,0,1
51,33,4,0,83,1,0,1,0
51,189,4,4,0,1,1,0,1
60,34,1,0,0,1,0,0,0
59,58,1,0,0,1,1,0,0
49,51,1,1,98,0,1,0,0
50,29,2,1,0,0,0,1,0
41,111,2,0,0,0,0,1,0
49,43,4,1,0,1,0,0,0
50,130,2.393970259,0,311,0,0,1,0
63,20,2,0,76,0,0,1,0
63,101,2,2,0,0,0,1,0
33,48,4,2,207,0,1,0,0
38,180,1,2,158,1,0,0,1
36,33,3,0,0,0,0,1,0
58,51,2,1,0,0,1,0,0
39,31,2,1,94,1,1,0,0
46,83,1,2,0,1,0,1,0
61,45,1,0,0,0,0,1,0
53,89,1,0,146,1,0,0,0
28,193,3,4,0,1,1,0,1
64,89,1,3,0,0,0,1,0
48,162,4,3,446,1,1,0,1
52,58,4,2,223,1,0,0,0
65,80,1,0,0,1,0,0,0
59,73,2,1,0,1,0,0,0
45,41,1,0,0,1,0,1,0
53,74,3,2,0,0,1,0,0
38,29,2,1,0,1,0,0,0
25,98,1,5,0,1,0,1,0
61,59,4,1,0,1,1,0,0
48,43,4,1,0,1,0,0,0
46,72,4,1,149,1,1,0,0
36,183,1,3,0,1,0,0,1
46,134,1,5,146,1,0,1,0
59,140,2,0,262,1,0,1,0
59,39,1,1,0,1,0,0,0
36,35,4,0,0,1,1,0,0
63,141,2,6,0,1,0,1,0
30,134,1,0,0,1,0,1,0
48,35,1,1,0,1,0,0,0
55,42,4,2,0,0,0,1,0
26,14,4,0,94,1,0,1,0
41,45,1,1,172,1,0,1,0
54,79,3,1,150,1,1,0,0
57,53,1,0,120,0,1,0,0
54,33,2,0,0,0,1,0,0
35,190,3,3,266,0,1,0,1
60,60,1,2,103,0,0,0,0
63,8,1,0,97,1,1,0,0
41,38,3,1,150,1,1,0,0
46,154,1,5,0,1,0,1,0
31,54,4,2,0,0,1,0,0
58,41,3,1,0,1,0,1,0
59,25,2,0,75,1,0,1,0
33,79,1,0,0,1,0,1,0
56,13,4,0,76,1,1,0,0
47,130,2,1,0,0,0,1,0
59,93,2,0,0,0,1,0,0
24,82,3,0,0,1,0,1,0
39,15,2,0,92,0,1,0,0
30,150,4,5,0,1,1,0,1
55,131,2,0,0,0,1,0,1
47,28,3,1,0,1,0,1,0
35,9,4,0,0,1,1,0,0
47,88,4,1,0,0,1,0,0
38,143,1,4,0,0,0,1,0
38,168,2,1,0,0,0,0,1
27,105,1,3,0,0,1,0,1
42,62,3,2,0,1,0,0,0
26,51,4,2,0,1,0,1,0
60,101,3,4,0,1,0,1,0
27,90,3,0,0,1,0,1,0
27,83,4,2,0,1,0,0,0
40,21,2,0,0,1,0,0,0
40,115,1,3,0,1,0,1,0
29,172,4,4,0,0,0,1,1
30,32,2,1,0,0,1,0,0
30,204,2,4,0,1,0,1,0
47,34,4,0,0,1,0,1,0
33,30,2,2,132,0,0,0,0
57,31,3,1,0,1,1,0,0
38,90,2,2,0,1,0,1,0
54,79,4,2,0,0,0,0,0
47,22,4,0,0,1,0,1,0
48,114,1,2,0,1,0,0,1
62,42,1,0,128,1,0,0,0
30,29,1,0,90,1,0,0,0
35,72,3,2,0,1,1,0,0
59,68,1,1,95,0,0,0,0
38,78,4,0,0,1,0,0,0
47,90,1,2,323,0,0,1,0
57,170,2,2,0,0,1,0,1
42,14,2,0,0,1,1,0,0
53,39,3,1,87,1,0,0,0
27,82,2,0,0,0,0,1,0
59,31,3,0,0,1,1,0,0
48,9,4,0,0,0,1,0,0
62,15,3,0,91,0,0,0,0
66,70,3,2,0,0,0,1,0
38,84,4,0,0,0,0,0,0
42,155,1,7,0,0,0,1,0
47,89,2,0,0,1,0,0,0
27,170,3,4,0,1,0,1,1
32,185,2,6,0,1,0,1,0
37,82,2,2,0,0,0,1,0
56,60,3,1,0,1,0,1,0
39,58,2,2,0,1,1,0,0
36,29,1,1,81,1,0,1,0
32,32,2,0,0,0,0,1,0
62,115,4,3,0,1,1,0,0
48,83,2,2,0,1,1,0,0
58,54,3,0,0,1,1,0,0
27,112,4,1,0,1,0,0,0
52,182,2,1,0,0,1,0,1
54,112,2,6,0,1,0,1,0
31,129,3,5,319,0,0,0,1
60,23,1,0,112,1,1,0,0
34,198,2,3,422,1,0,1,0
46,84,4,2,0,1,0,0,0
41,39,3,0,0,0,0,0,0
62,129,1,1,0,1,0,1,0
31,113,2,2,315,0,1,0,0
41,35,1,0,114,1,0,0,0
55,85,1,0,0,0,0,0,0
45,73,4,2,0,0,0,1,0
51,70,1,0,0,1,0,0,0
27,130,3,4,192,1,0,1,1
30,39,1,1,0,1,0,1,0
31,72,4,1,242,1,1,0,0
61,68,4,2,0,0,0,0,0
40,35,1,1,0,1,0,0,0
45,61,3,0,0,1,0,1,0
45,69,4,1,0,0,0,1,0
37,59,1,3,0,0,1,0,0
34,99,2,4,217,0,0,0,0
43,201,1,10,0,0,1,0,1
42,130,2,7,0,0,0,1,0
56,72,3,2,0,0,1,0,0
33,44,1,1,0,0,0,1,0
36,91,1,1,289,1,0,0,0
62,92,3,0,310,1,0,1,0
58,55,1,0,168,1,0,1,0
65,20,3,0,102,1,0,1,0
65,89,1,4,299,1,0,1,1
52,59,2,1,239,0,1,0,0
64,8,3,0,87,0,0,0,0
51,85,4,4,0,1,0,1,0
59,94,1,4,76,1,0,1,0
52,22,2,0,0,1,0,1,0
55,74,2,3,0,1,0,0,0
46,59,3,2,0,0,1,0,0
61,12,4,0,0,1,1,0,0
35,8,1,0,0,1,1,0,0
56,74,3,1,0,1,0,0,0
31,184,4,3,0,1,1,0,1
44,34,4,0,0,0,1,0,0
53,63,2,0,0,1,0,0,0
36,123,2,5,0,1,1,0,1
27,85,2,1,0,0,0,0,0
36,109,3,0,0,1,0,0,1
40,31,1,0,0,1,0,0,0
39,61,2,2,90,1,1,0,0
59,88,2,1,0,0,0,1,0
43,22,2,0,0,0,1,0,0
30,63,4,2,0,1,1,0,0
26,80,4,0,0,1,0,1,0
